zpid,street,zipcode,city,state,latitude,longitude,amount,lowAmount,highAmount,percentile,elemSchool,midSchool
15118615,2218 44th Ave,94116,San Francisco,CA,37.745198,-122.502382,674697,620721,735420,7,Sunset Elementary,A. P. Giannini Middle
15118627,2263 43rd Ave,94116,San Francisco,CA,37.744463,-122.501914,721751,649576,793926,22,Sunset Elementary,A. P. Giannini Middle
15118640,2290 44th Ave,94116,San Francisco,CA,37.743962,-122.50236,710328,646398,802671,18,Sunset Elementary,A. P. Giannini Middle
15118642,2282 44th Ave,94116,San Francisco,CA,37.744099,-122.50237,720004,662404,799204,21,Sunset Elementary,A. P. Giannini Middle
15118669,2231 42nd Ave,94116,San Francisco,CA,37.745058,-122.50088,722607,657572,809320,22,Sunset Elementary,A. P. Giannini Middle
15118682,2283 42nd Ave,94116,San Francisco,CA,37.74417,-122.500752,699112,636192,783005,14,Sunset Elementary,A. P. Giannini Middle
15118696,2266 43rd Ave,94116,San Francisco,CA,37.744423,-122.501252,695275,632700,792614,13,Sunset Elementary,A. P. Giannini Middle
15118702,2242 43rd Ave,94116,San Francisco,CA,37.744835,-122.501281,717408,652841,781975,20,Sunset Elementary,A. P. Giannini Middle
15118715,3219 Rivera St,94116,San Francisco,CA,37.74543,-122.500985,689425,627377,751473,11,Sunset Elementary,A. P. Giannini Middle
15118729,2255 41st Ave,94116,San Francisco,CA,37.744694,-122.49978,822295,707174,929193,50,Sunset Elementary,A. P. Giannini Middle
15118756,2230 42nd Ave,94116,San Francisco,CA,37.745087,-122.500223,981319,873374,1079451,77,Sunset Elementary,A. P. Giannini Middle
15118772,2211 40th Ave,94116,San Francisco,CA,37.745499,-122.498674,759744,638185,812926,33,Sunset Elementary,A. P. Giannini Middle
15118799,2274 41st Ave,94116,San Francisco,CA,37.744381,-122.499099,779722,678358,857694,38,Sunset Elementary,A. P. Giannini Middle
15118812,2222 41st Ave,94116,San Francisco,CA,37.745272,-122.499162,673777,619875,741155,6,Sunset Elementary,A. P. Giannini Middle
15118813,2214 41st Ave,94116,San Francisco,CA,37.745409,-122.499171,980413,843155,1117671,77,Sunset Elementary,A. P. Giannini Middle
15118821,2299 40th Ave # 2285,94116,San Francisco,CA,37.744182,-122.498532,1317195,1080100,1541118,93,Sunset Elementary,A. P. Giannini Middle
15118823,2201 39th Ave,94116,San Francisco,CA,37.745681,-122.497611,786162,691823,849055,40,Sunset Elementary,A. P. Giannini Middle
15118828,2223 39th Ave,94116,San Francisco,CA,37.745337,-122.497674,708773,630808,786738,17,Sunset Elementary,A. P. Giannini Middle
15118839,2267 39th Ave,94116,San Francisco,CA,37.744583,-122.497621,711213,647204,803671,18,Sunset Elementary,A. P. Giannini Middle
15118845,2291 39th Ave,94116,San Francisco,CA,37.744175,-122.497506,759187,645309,827514,32,Sunset Elementary,A. P. Giannini Middle
15118860,2258 40th Ave,94116,San Francisco,CA,37.744702,-122.498046,705029,641576,803733,16,Sunset Elementary,A. P. Giannini Middle
15118868,2226 40th Ave,94116,San Francisco,CA,37.74525,-122.498084,783462,681612,838304,39,Sunset Elementary,A. P. Giannini Middle
15118882,2215 38th Ave,94116,San Francisco,CA,37.745525,-122.496527,755127,672063,823088,31,Sunset Elementary,A. P. Giannini Middle
15118896,2271 38th Ave,94116,San Francisco,CA,37.744561,-122.496546,750831,660731,833422,30,Sunset Elementary,A. P. Giannini Middle
15118913,2270 39th Ave,94116,San Francisco,CA,37.744543,-122.49696,668596,581679,762199,5,Sunset Elementary,A. P. Giannini Middle
15118922,2234 39th Ave,94116,San Francisco,CA,37.74516,-122.497003,809669,728702,890636,47,Sunset Elementary,A. P. Giannini Middle
15118954,2279 37th Ave,94116,San Francisco,CA,37.744472,-122.495466,792212,697147,871433,42,Sunset Elementary,A. P. Giannini Middle
15118985,2206 38th Ave,94116,San Francisco,CA,37.745685,-122.496032,761270,677530,852622,33,Sunset Elementary,A. P. Giannini Middle
15118989,2723 Rivera St,94116,San Francisco,CA,37.745664,-122.495671,775288,682253,860570,37,Sunset Elementary,A. P. Giannini Middle
15119038,2206 36th Ave,94116,San Francisco,CA,37.745779,-122.493891,847019,745377,931721,57,Robert Louis Stevenson Elementary,A. P. Giannini Middle
15119046,2215 34th Ave,94116,San Francisco,CA,37.745712,-122.492282,724349,630184,825758,23,Robert Louis Stevenson Elementary,A. P. Giannini Middle
15119078,2266 35th Ave,94116,San Francisco,CA,37.7448,-122.492683,765178,681008,841696,34,Robert Louis Stevenson Elementary,A. P. Giannini Middle
15119106,2218 34th Ave,94116,San Francisco,CA,37.74567,-122.491676,820209,713582,894028,49,Robert Louis Stevenson Elementary,A. P. Giannini Middle
15119121,2265 33rd Ave,94116,San Francisco,CA,37.744901,-122.491201,781439,664223,867397,39,Robert Louis Stevenson Elementary,A. P. Giannini Middle
15119128,2254 34th Ave,94116,San Francisco,CA,37.745053,-122.491632,811911,730720,901221,47,Robert Louis Stevenson Elementary,A. P. Giannini Middle
15119148,2215 Rivera St,94116,San Francisco,CA,37.74601,-122.490156,1024124,880747,1136778,81,Robert Louis Stevenson Elementary,A. P. Giannini Middle
15119180,2274 33rd Ave,94116,San Francisco,CA,37.744758,-122.490528,854153,760196,913944,59,Robert Louis Stevenson Elementary,A. P. Giannini Middle
15119185,2254 33rd Ave,94116,San Francisco,CA,37.745101,-122.490552,1019773,917796,1152343,81,Robert Louis Stevenson Elementary,A. P. Giannini Middle
15119213,2251 31st Ave,94116,San Francisco,CA,37.745235,-122.489069,897294,780646,987023,67,Robert Louis Stevenson Elementary,A. P. Giannini Middle
15119254,2207 30th Ave,94116,San Francisco,CA,37.746038,-122.488006,716978,638110,788676,20,Dianne Feinstein Elementary,Aptos Middle
15119257,2219 30th Ave,94116,San Francisco,CA,37.74583,-122.488036,861093,766373,938591,61,Dianne Feinstein Elementary,Aptos Middle
15119281,1912 Santiago St,94116,San Francisco,CA,37.744602,-122.487994,699194,601307,783097,14,Dianne Feinstein Elementary,Aptos Middle
15119298,2222 31st Ave,94116,San Francisco,CA,37.745743,-122.488446,882531,776627,953133,64,Dianne Feinstein Elementary,Aptos Middle
15119318,2267 29th Ave,94116,San Francisco,CA,37.745055,-122.486907,634808,590371,698289,1,Dianne Feinstein Elementary,Aptos Middle
15119331,1812 Santiago St,94116,San Francisco,CA,37.744643,-122.486903,763736,664450,847747,34,Dianne Feinstein Elementary,Aptos Middle
15119342,2226 30th Ave,94116,San Francisco,CA,37.745722,-122.48737,778420,685010,856262,38,Dianne Feinstein Elementary,Aptos Middle
15119361,2233 28th Ave,94116,San Francisco,CA,37.745676,-122.485877,921790,792739,1023187,70,Dianne Feinstein Elementary,Aptos Middle
15119396,2222 29th Ave,94116,San Francisco,CA,37.745838,-122.486303,1084689,921986,1236545,84,Dianne Feinstein Elementary,Aptos Middle
15119420,2263 27th Ave,94116,San Francisco,CA,37.745218,-122.484772,876241,762330,972628,63,Dianne Feinstein Elementary,Aptos Middle
15119486,2278 27th Ave,94116,San Francisco,CA,37.744972,-122.484096,819084,720794,917374,49,Dianne Feinstein Elementary,Aptos Middle
15119504,2206 27th Ave,94116,San Francisco,CA,37.746203,-122.484246,812825,723414,894107,47,Dianne Feinstein Elementary,Aptos Middle
15119531,2271 25th Ave,94116,San Francisco,CA,37.745175,-122.482618,864504,752118,950954,61,Dianne Feinstein Elementary,Aptos Middle
15119547,2270 26th Ave,94116,San Francisco,CA,37.745156,-122.483033,824101,733450,914752,51,Dianne Feinstein Elementary,Aptos Middle
15119551,2234 26th Ave,94116,San Francisco,CA,37.745773,-122.483076,848046,737800,932851,57,Dianne Feinstein Elementary,Aptos Middle
15119634,2266 22nd Ave,94116,San Francisco,CA,37.74541,-122.478751,773677,673099,866518,37,Dianne Feinstein Elementary,Aptos Middle
15119639,1014 Santiago St,94116,San Francisco,CA,37.745053,-122.478344,720295,612251,813933,21,Dianne Feinstein Elementary,Aptos Middle
15119648,2288 22nd Ave,94116,San Francisco,CA,37.745039,-122.478833,721798,613528,822850,22,Dianne Feinstein Elementary,Aptos Middle
15119654,2250 22nd Ave,94116,San Francisco,CA,37.745684,-122.47877,1167548,1015767,1307654,88,Dianne Feinstein Elementary,Aptos Middle
15119664,1131 Rivera St,94116,San Francisco,CA,37.746407,-122.478771,1057283,888118,1226448,83,Dianne Feinstein Elementary,Aptos Middle
15119682,2239 20th Ave,94116,San Francisco,CA,37.745955,-122.477301,809568,671941,931003,47,Dianne Feinstein Elementary,Aptos Middle
15119686,2223 20th Ave,94116,San Francisco,CA,37.746229,-122.47732,874675,787208,962142,63,Dianne Feinstein Elementary,Aptos Middle
15119687,2231 20th Ave,94116,San Francisco,CA,37.746092,-122.477311,753227,685437,836082,31,Dianne Feinstein Elementary,Aptos Middle
15119703,2258 21st Ave,94116,San Francisco,CA,37.745594,-122.477692,738556,642544,812412,27,Dianne Feinstein Elementary,Aptos Middle
15119718,2207 19th Ave,94116,San Francisco,CA,37.746552,-122.4762,750458,652898,848018,30,Dianne Feinstein Elementary,Aptos Middle
15119763,2207 18th Ave,94116,San Francisco,CA,37.746581,-122.475143,1116819,1005137,1250837,86,West Portal Elementary,Herbert Hoover Middle
15119764,2223 18th Ave,94116,San Francisco,CA,37.746359,-122.475145,810857,705446,900051,47,West Portal Elementary,Herbert Hoover Middle
15119769,2271 18th Ave,94116,San Francisco,CA,37.745502,-122.475119,871325,758053,975884,62,West Portal Elementary,Herbert Hoover Middle
15119787,2278 19th Ave,94116,San Francisco,CA,37.745349,-122.475446,775457,643629,907285,37,West Portal Elementary,Herbert Hoover Middle
15119799,2207 17th Ave,94116,San Francisco,CA,37.74663,-122.474057,1257550,1119219,1433607,91,West Portal Elementary,Herbert Hoover Middle
15119815,2273 17th Ave,94116,San Francisco,CA,37.745522,-122.474049,926921,815690,1010344,71,West Portal Elementary,Herbert Hoover Middle
15119824,2282 18th Ave,94116,San Francisco,CA,37.745325,-122.474515,902292,794017,1001544,68,West Portal Elementary,Herbert Hoover Middle
15119833,2240 18th Ave,94116,San Francisco,CA,37.746052,-122.4745,869365,747654,964995,62,West Portal Elementary,Herbert Hoover Middle
15119843,727 Rivera St,94116,San Francisco,CA,37.746575,-122.474338,1404721,1109730,1643524,94,West Portal Elementary,Herbert Hoover Middle
15119888,551 Rivera St,94116,San Francisco,CA,37.746795,-122.472279,1061836,913179,1189256,83,West Portal Elementary,Herbert Hoover Middle
15119896,2241 Cecilia Ave,94116,San Francisco,CA,37.746124,-122.472266,1015119,893305,1147084,81,West Portal Elementary,Herbert Hoover Middle
15119898,2251 Cecilia Ave,94116,San Francisco,CA,37.745951,-122.472271,975091,819076,1101853,77,West Portal Elementary,Herbert Hoover Middle
15119912,2274 16th Ave,94116,San Francisco,CA,37.745597,-122.472587,957158,851871,1062445,74,West Portal Elementary,Herbert Hoover Middle
15119953,2266 Cecilia Ave,94116,San Francisco,CA,37.745705,-122.471835,1022023,899380,1144666,81,West Portal Elementary,Herbert Hoover Middle
15119957,2246 Cecilia Ave,94116,San Francisco,CA,37.74605,-122.471803,1000776,880683,1120869,79,West Portal Elementary,Herbert Hoover Middle
15119959,2236 Cecilia Ave,94116,San Francisco,CA,37.746222,-122.471796,1183447,1076937,1349130,88,West Portal Elementary,Herbert Hoover Middle
15119977,2243 14th Ave,94116,San Francisco,CA,37.746175,-122.470733,957012,823030,1062283,74,West Portal Elementary,Herbert Hoover Middle
15119981,2259 14th Ave,94116,San Francisco,CA,37.7459,-122.470722,1277709,1098830,1443811,91,West Portal Elementary,Herbert Hoover Middle
15119988,2287 14th Ave,94116,San Francisco,CA,37.745422,-122.470661,675310,601026,796866,7,West Portal Elementary,Herbert Hoover Middle
15120009,2212 15th Ave,94116,San Francisco,CA,37.746708,-122.471065,922516,811814,1005542,70,West Portal Elementary,Herbert Hoover Middle
15120011,2200 15th Ave,94116,San Francisco,CA,37.746852,-122.471063,975153,838632,1072668,77,West Portal Elementary,Herbert Hoover Middle
15120016,2266 14th Ave,94116,San Francisco,CA,37.745792,-122.47008,1378412,1185434,1557606,94,West Portal Elementary,Herbert Hoover Middle
15120023,345 Rivera St,94116,San Francisco,CA,37.746789,-122.470202,1023493,869969,1156547,81,West Portal Elementary,Herbert Hoover Middle
15120034,2360 9th Ave,94116,San Francisco,CA,37.746877,-122.468075,1067518,928741,1206295,84,West Portal Elementary,Herbert Hoover Middle
15120082,2343 12th Ave,94116,San Francisco,CA,37.744404,-122.468491,1358089,1167957,1493898,93,West Portal Elementary,Herbert Hoover Middle
15120084,2367 12th Ave,94116,San Francisco,CA,37.743967,-122.46846,1573311,1337314,1762108,96,West Portal Elementary,Herbert Hoover Middle
15120102,2343 Funston Ave,94116,San Francisco,CA,37.744338,-122.469562,1067659,907510,1206455,84,West Portal Elementary,Herbert Hoover Middle
15120115,2368 14th Ave,94116,San Francisco,CA,37.743907,-122.469949,1489370,1280858,1727669,95,West Portal Elementary,Herbert Hoover Middle
15120139,2373 14th Ave,94116,San Francisco,CA,37.743795,-122.470612,1061943,860174,1263712,83,West Portal Elementary,Herbert Hoover Middle
15120156,345 Santiago St,94116,San Francisco,CA,37.744963,-122.471191,1274838,1045367,1619044,91,West Portal Elementary,Herbert Hoover Middle
15120158,325 Santiago St,94116,San Francisco,CA,37.744888,-122.470855,1060116,922301,1229735,83,West Portal Elementary,Herbert Hoover Middle
15120163,2311 15th Ave,94116,San Francisco,CA,37.744828,-122.471726,1128989,993510,1241888,86,West Portal Elementary,Herbert Hoover Middle
15120178,2379 15th Ave,94116,San Francisco,CA,37.743616,-122.471725,984563,876261,1092865,78,West Portal Elementary,Herbert Hoover Middle
15120194,2352 Cecilia Ave,94116,San Francisco,CA,37.744067,-122.471991,959174,853665,1055091,75,West Portal Elementary,Herbert Hoover Middle
15120197,2340 Cecilia Ave,94116,San Francisco,CA,37.744307,-122.471974,862330,732981,948563,61,West Portal Elementary,Herbert Hoover Middle
15120200,2326 Cecilia Ave,94116,San Francisco,CA,37.74456,-122.471996,878571,781928,957642,64,West Portal Elementary,Herbert Hoover Middle
15120216,2341 Cecilia Ave,94116,San Francisco,CA,37.744196,-122.472413,749938,629948,854929,30,West Portal Elementary,Herbert Hoover Middle
15120221,2330 16th Ave,94116,San Francisco,CA,37.744441,-122.472666,928158,816779,1020974,71,West Portal Elementary,Herbert Hoover Middle
15120232,2321 16th Ave,94116,San Francisco,CA,37.74458,-122.47313,881574,775785,996179,64,West Portal Elementary,Herbert Hoover Middle
15120235,2337 16th Ave,94116,San Francisco,CA,37.744307,-122.473075,1052427,873514,1189243,83,West Portal Elementary,Herbert Hoover Middle
15120250,2376-2378 17th Ave,94116,San Francisco,CA,37.74359,-122.473268,1739651,1513496,2000599,98,West Portal Elementary,Herbert Hoover Middle
15120255,2352 17th Ave,94116,San Francisco,CA,37.744015,-122.473347,1177256,1047758,1318527,88,West Portal Elementary,Herbert Hoover Middle
15120257,2346 17th Ave,94116,San Francisco,CA,37.744159,-122.473354,1841012,1454399,2209214,98,West Portal Elementary,Herbert Hoover Middle
15120260,2330 17th Ave,94116,San Francisco,CA,37.744378,-122.473362,885197,787825,991421,65,West Portal Elementary,Herbert Hoover Middle
15120269,605-607 Santiago St,94116,San Francisco,CA,37.744855,-122.473937,1235214,1049932,1420496,90,West Portal Elementary,Herbert Hoover Middle
15120281,2355 17th Ave,94116,San Francisco,CA,37.743961,-122.47394,884371,760559,990496,65,West Portal Elementary,Herbert Hoover Middle
15120282,2363 17th Ave,94116,San Francisco,CA,37.743824,-122.47393,979083,851802,1135736,77,West Portal Elementary,Herbert Hoover Middle
15120285,2371 17th Ave,94116,San Francisco,CA,37.743687,-122.473921,802584,706274,930997,45,West Portal Elementary,Herbert Hoover Middle
15120293,2346 18th Ave,94116,San Francisco,CA,37.74408,-122.474363,682139,607104,852674,9,West Portal Elementary,Herbert Hoover Middle
15120304,645 Santiago St,94116,San Francisco,CA,37.744831,-122.47448,1056198,908330,1193504,83,West Portal Elementary,Herbert Hoover Middle
15120316,2331 18th Ave,94116,San Francisco,CA,37.744325,-122.475038,828610,712605,952901,52,West Portal Elementary,Herbert Hoover Middle
15120326,2367-2369 18th Ave,94116,San Francisco,CA,37.743711,-122.474994,1267322,1115243,1444747,91,West Portal Elementary,Herbert Hoover Middle
15120357,2362-2364 20th Ave,94116,San Francisco,CA,37.743711,-122.476486,973912,837564,1100521,77,Dianne Feinstein Elementary,Aptos Middle
15120401,2358 21st Ave,94116,San Francisco,CA,37.743731,-122.477561,749329,636930,891702,30,Dianne Feinstein Elementary,Aptos Middle
15120415,1001-1003 Santiago St,94116,San Francisco,CA,37.744609,-122.478149,1249219,1074328,1474078,91,Dianne Feinstein Elementary,Aptos Middle
15120444,2348-2350 22nd Ave,94116,San Francisco,CA,37.743857,-122.478641,1079168,917293,1251835,84,Dianne Feinstein Elementary,Aptos Middle
15120459,2329-2331 24th Ave,94116,San Francisco,CA,37.744054,-122.481464,1372719,1180538,1578627,94,Dianne Feinstein Elementary,Aptos Middle
15120469,2371-2373 24th Ave,94116,San Francisco,CA,37.743356,-122.481418,1407633,1210564,1632854,94,Dianne Feinstein Elementary,Aptos Middle
15120477,2334 25th Ave,94116,San Francisco,CA,37.743956,-122.481875,814056,691948,936164,48,Dianne Feinstein Elementary,Aptos Middle
15120481,2318 25th Ave,94116,San Francisco,CA,37.74423,-122.481894,838295,729317,938890,55,Dianne Feinstein Elementary,Aptos Middle
15120483,2310 25th Ave,94116,San Francisco,CA,37.744366,-122.481948,846749,711269,922956,57,Dianne Feinstein Elementary,Aptos Middle
15120494,2327 25th Ave,94116,San Francisco,CA,37.744056,-122.48254,836238,710802,936587,54,Dianne Feinstein Elementary,Aptos Middle
15120497,2339 25th Ave,94116,San Francisco,CA,37.743846,-122.482525,803535,691040,891924,45,Dianne Feinstein Elementary,Aptos Middle
15120519,2330 26th Ave,94116,San Francisco,CA,37.743975,-122.48295,710946,632742,796260,18,Dianne Feinstein Elementary,Aptos Middle
15120527,1431 Santiago St,94116,San Francisco,CA,37.744359,-122.482814,867834,781051,963296,62,Dianne Feinstein Elementary,Aptos Middle
15120538,2339 26th Ave,94116,San Francisco,CA,37.743784,-122.483595,920095,782081,1067310,70,Dianne Feinstein Elementary,Aptos Middle
15120544,2367 26th Ave,94116,San Francisco,CA,37.74333,-122.483564,839301,721799,914838,55,Dianne Feinstein Elementary,Aptos Middle
15120586,2371 27th Ave,94116,San Francisco,CA,37.743214,-122.484631,799378,703453,879316,44,Dianne Feinstein Elementary,Aptos Middle
15120608,2300 28th Ave,94116,San Francisco,CA,37.744354,-122.485153,1825368,1423787,2208695,98,Dianne Feinstein Elementary,Aptos Middle
15120615,2331 28th Ave,94116,San Francisco,CA,37.743843,-122.48575,746471,634500,836048,29,Dianne Feinstein Elementary,Aptos Middle
15120637,2358 29th Ave,94116,San Francisco,CA,37.743354,-122.486132,733240,674581,843226,25,Dianne Feinstein Elementary,Aptos Middle
15120642,2334 29th Ave,94116,San Francisco,CA,37.743742,-122.486159,1056980,909003,1194387,83,Dianne Feinstein Elementary,Aptos Middle
15120644,2328 29th Ave,94116,San Francisco,CA,37.743907,-122.48617,887885,772460,1003310,65,Dianne Feinstein Elementary,Aptos Middle
15120655,2331 29th Ave,94116,San Francisco,CA,37.743796,-122.486821,763286,671692,870146,34,Dianne Feinstein Elementary,Aptos Middle
15120661,2351 29th Ave,94116,San Francisco,CA,37.743462,-122.486798,1115669,937162,1271863,86,Dianne Feinstein Elementary,Aptos Middle
15120665,2367 29th Ave,94116,San Francisco,CA,37.743188,-122.486779,996397,866865,1106001,79,Dianne Feinstein Elementary,Aptos Middle
15120671,2386 30th Ave,94116,San Francisco,CA,37.742823,-122.487276,665515,592308,765342,5,Dianne Feinstein Elementary,Aptos Middle
15120702,2320 31st Ave,94116,San Francisco,CA,37.743863,-122.488314,982017,873995,1099859,77,Dianne Feinstein Elementary,Aptos Middle
15120734,2370 31st Ave,94116,San Francisco,CA,37.743054,-122.488258,753047,647620,843413,31,Dianne Feinstein Elementary,Aptos Middle
