zpid,street,zipcode,city,state,latitude,longitude,amount,lowAmount,highAmount,percentile,elemSchool,midSchool
15079539,1932 Jefferson St,94123,San Francisco,CA,37.8048,-122.44448,1092243,917484,1288847,17,William L. Cobb Elementary,Roosevelt Middle
15079540,1934 Jefferson St,94123,San Francisco,CA,37.8048,-122.44448,2657954,2179522,3083227,68,William L. Cobb Elementary,Roosevelt Middle
15079541,1920 Jefferson St APT 1,94123,San Francisco,CA,37.804816,-122.444301,697705,641889,795384,3,William L. Cobb Elementary,Roosevelt Middle
15079547,501 Marina Blvd,94123,San Francisco,CA,37.805491,-122.442435,5053562,3739636,6266417,93,William L. Cobb Elementary,Roosevelt Middle
15079572,3825 Scott St APT 204,94123,San Francisco,CA,37.805016,-122.442465,544954,485009,632147,0,William L. Cobb Elementary,Roosevelt Middle
15079579,3825 Scott St APT 305,94123,San Francisco,CA,37.805016,-122.442465,809016,695754,954639,7,William L. Cobb Elementary,Roosevelt Middle
15079580,3825 Scott St APT 306,94123,San Francisco,CA,37.805016,-122.442465,781249,695312,867186,6,William L. Cobb Elementary,Roosevelt Middle
15079587,3835 Scott St APT 201,94123,San Francisco,CA,37.805235,-122.442515,1018331,855398,1160897,14,William L. Cobb Elementary,Roosevelt Middle
15079588,3835 Scott St APT 202,94123,San Francisco,CA,37.805235,-122.442515,756633,658271,839863,5,William L. Cobb Elementary,Roosevelt Middle
15079592,3835 Scott St APT 206,94123,San Francisco,CA,37.805235,-122.442515,1451720,1059756,1843684,30,William L. Cobb Elementary,Roosevelt Middle
15079605,2022 Beach St,94123,San Francisco,CA,37.804085,-122.44246,1664938,1331950,1964627,39,William L. Cobb Elementary,Roosevelt Middle
15079606,2028-2030 Beach St,94123,San Francisco,CA,37.804124,-122.442554,2555665,1993419,3220138,65,William L. Cobb Elementary,Roosevelt Middle
15079630,3700 Divisadero St APT 101,94123,San Francisco,CA,37.803904,-122.443336,720455,641205,835728,4,William L. Cobb Elementary,Roosevelt Middle
15079636,3700 Divisadero St APT 303,94123,San Francisco,CA,37.803904,-122.443336,1244428,1095097,1356427,21,William L. Cobb Elementary,Roosevelt Middle
15079644,3729 Divisadero St,94123,San Francisco,CA,37.804094,-122.444034,1482666,1260266,1823679,31,William L. Cobb Elementary,Roosevelt Middle
15079671,3701 Divisadero St APT 303,94123,San Francisco,CA,37.803844,-122.44396,762116,655420,861191,5,William L. Cobb Elementary,Roosevelt Middle
15079673,3701 Divisadero St APT 305,94123,San Francisco,CA,37.803844,-122.44396,716840,645156,810029,3,William L. Cobb Elementary,Roosevelt Middle
15079679,1921 Jefferson St APT 106,94123,San Francisco,CA,37.80442,-122.444075,623103,542100,704106,1,William L. Cobb Elementary,Roosevelt Middle
15079684,1921 Jefferson St APT 204,94123,San Francisco,CA,37.80442,-122.444075,617247,549350,691317,1,William L. Cobb Elementary,Roosevelt Middle
15079697,2164 Beach St # 2164,94123,San Francisco,CA,37.803855,-122.444705,1575336,1354789,1843143,35,William L. Cobb Elementary,Roosevelt Middle
15079708,2258 Beach St,94123,San Francisco,CA,37.803649,-122.446299,3569484,3105451,4176296,83,William L. Cobb Elementary,Roosevelt Middle
15079721,2057 Jefferson St,94123,San Francisco,CA,37.804022,-122.446375,2950471,2448891,3481556,73,William L. Cobb Elementary,Roosevelt Middle
15079727,2021 Jefferson St,94123,San Francisco,CA,37.804122,-122.445869,1408508,1028211,1704295,28,William L. Cobb Elementary,Roosevelt Middle
15079748,3430 Baker St,94123,San Francisco,CA,37.802779,-122.446525,3858792,3241385,4437611,85,William L. Cobb Elementary,Roosevelt Middle
15079784,3546-3548 Broderick St,94123,San Francisco,CA,37.803235,-122.444922,2533543,2102841,2964245,65,William L. Cobb Elementary,Roosevelt Middle
15079812,2101 Beach St APT 304,94123,San Francisco,CA,37.803507,-122.443859,705252,465466,952090,3,William L. Cobb Elementary,Roosevelt Middle
15079826,3551-3553 Scott St,94123,San Francisco,CA,37.802686,-122.441974,3362756,2723832,4035307,80,William L. Cobb Elementary,Roosevelt Middle
15079829,3533 Scott St,94123,San Francisco,CA,37.802479,-122.441976,3422717,2772401,4175715,81,William L. Cobb Elementary,Roosevelt Middle
15079836,2146 Bay St,94123,San Francisco,CA,37.802227,-122.442439,1401961,1149608,1696373,28,William L. Cobb Elementary,Roosevelt Middle
15079842,3518-3520 Divisadero St,94123,San Francisco,CA,37.80221,-122.443005,2604330,1875118,3411672,67,William L. Cobb Elementary,Roosevelt Middle
15079858,3532 Divisadero St,94123,San Francisco,CA,37.80235,-122.44299,1585106,1172978,1886276,35,William L. Cobb Elementary,Roosevelt Middle
15079877,3426 Broderick St,94123,San Francisco,CA,37.802105,-122.444627,4169338,3543937,4669659,88,William L. Cobb Elementary,Roosevelt Middle
15079936,2530 Francisco St,94123,San Francisco,CA,37.800692,-122.446968,2771738,2189673,3436955,70,William L. Cobb Elementary,Roosevelt Middle
15079942,3240 Lyon St,94123,San Francisco,CA,37.800948,-122.447293,2394427,2011319,2921201,62,William L. Cobb Elementary,Roosevelt Middle
15079949,2451 Bay St,94123,San Francisco,CA,37.801454,-122.44746,3099579,2758625,3595512,76,William L. Cobb Elementary,Roosevelt Middle
15079955,2415 Bay St,94123,San Francisco,CA,37.801523,-122.446917,5408798,4597478,5949678,94,William L. Cobb Elementary,Roosevelt Middle
15079958,3337 Broderick St,94123,San Francisco,CA,37.770569,-122.438906,1188492,843829,1509385,19,William L. Cobb Elementary,Roosevelt Middle
15079960,3305 Broderick St,94123,San Francisco,CA,37.800922,-122.445032,1298627,1038902,1675229,24,William L. Cobb Elementary,Roosevelt Middle
15079992,2328 Francisco St,94123,San Francisco,CA,37.801112,-122.443683,1700397,1411329,1887441,40,William L. Cobb Elementary,Roosevelt Middle
15080011,3415 Divisadero St # 1,94123,San Francisco,CA,37.801131,-122.443389,1340533,1166264,1595234,25,William L. Cobb Elementary,Roosevelt Middle
15080012,3417 Divisadero St,94123,San Francisco,CA,37.80113,-122.443395,1334377,1107533,1561221,25,William L. Cobb Elementary,Roosevelt Middle
15080038,2230 Francisco St APT 102,94123,San Francisco,CA,37.801325,-122.44202,853269,733811,981259,9,William L. Cobb Elementary,Roosevelt Middle
15080050,2171 Bay St # 1,94123,San Francisco,CA,37.801626,-122.442661,1480640,1228931,1747155,31,William L. Cobb Elementary,Roosevelt Middle
15080063,3321-3323 Scott St,94123,San Francisco,CA,37.800483,-122.441516,2379178,1831967,3069140,61,William L. Cobb Elementary,Roosevelt Middle
15080069,2267-2269 Francisco St,94123,San Francisco,CA,37.800704,-122.442386,2790509,2344028,3181180,70,William L. Cobb Elementary,Roosevelt Middle
15080076,2245 Francisco St,94123,San Francisco,CA,37.800749,-122.44205,1394557,1213265,1561904,27,William L. Cobb Elementary,Roosevelt Middle
15080077,3342 Divisadero St,94123,San Francisco,CA,37.800615,-122.442675,1517577,1289940,1714862,33,William L. Cobb Elementary,Roosevelt Middle
15080086,3319 Divisadero St,94123,San Francisco,CA,37.800268,-122.443215,1397581,1090113,1677097,27,William L. Cobb Elementary,Roosevelt Middle
15080101,2329-2331 Francisco St,94123,San Francisco,CA,37.800552,-122.443569,3416833,2801803,4134368,81,William L. Cobb Elementary,Roosevelt Middle
15080103,3248 Broderick St,94123,San Francisco,CA,37.800465,-122.44438,1397065,1187505,1592654,27,William L. Cobb Elementary,Roosevelt Middle
15080105,2442 Chestnut St,94123,San Francisco,CA,37.80016,-122.44367,1808528,1519164,2097892,43,William L. Cobb Elementary,Roosevelt Middle
15080108,3238 Broderick St,94123,San Francisco,CA,37.800338,-122.444301,1535521,1305193,1704428,33,William L. Cobb Elementary,Roosevelt Middle
15080121,2596 Chestnut St,94123,San Francisco,CA,37.799819,-122.445909,2761055,2346897,3202824,70,William L. Cobb Elementary,Roosevelt Middle
15080123,3124 Baker St,94123,San Francisco,CA,37.799955,-122.445962,3670541,2863022,4221122,83,William L. Cobb Elementary,Roosevelt Middle
15080124,3130 Baker St,94123,San Francisco,CA,37.800031,-122.445933,4245379,3693480,4669917,89,William L. Cobb Elementary,Roosevelt Middle
15080131,2479 Francisco St,94123,San Francisco,CA,37.800362,-122.445914,1481868,1215132,1704148,31,William L. Cobb Elementary,Roosevelt Middle
15080137,2429 Francisco St,94123,San Francisco,CA,37.80038,-122.445217,2335043,2031487,2615248,60,William L. Cobb Elementary,Roosevelt Middle
15080144,133 Richardson Ave,94123,San Francisco,CA,37.79989,-122.446839,3368847,2930897,3739420,80,William L. Cobb Elementary,Roosevelt Middle
15080194,68 Richardson Ave,94123,San Francisco,CA,37.799336,-122.445292,1248795,886644,1660897,21,William L. Cobb Elementary,Roosevelt Middle
15080199,2519 Chestnut St,94123,San Francisco,CA,37.799467,-122.444883,2523922,2044377,3028706,65,William L. Cobb Elementary,Roosevelt Middle
15080235,3129-3131 Divisadero St,94123,San Francisco,CA,37.798496,-122.442931,1586212,1364142,1792420,35,William L. Cobb Elementary,Roosevelt Middle
15080238,2646-2648 Greenwich St,94123,San Francisco,CA,37.798286,-122.443351,2513666,2036069,2890716,64,William L. Cobb Elementary,Roosevelt Middle
15080247,2668 Greenwich St,94123,San Francisco,CA,37.798255,-122.44362,2225429,1847106,2514735,57,William L. Cobb Elementary,Roosevelt Middle
15080269,2627 Lombard St,94123,San Francisco,CA,37.798463,-122.444793,2105726,1726695,2505814,54,William L. Cobb Elementary,Roosevelt Middle
15080277,3025 Broderick St,94123,San Francisco,CA,37.798244,-122.44452,1557917,1293071,1776025,34,William L. Cobb Elementary,Roosevelt Middle
15080286,2929 Baker St,94123,San Francisco,CA,37.798061,-122.446158,4281566,3810594,4666907,89,William L. Cobb Elementary,Roosevelt Middle
15080298,2850 Filbert St,94123,San Francisco,CA,37.796931,-122.446499,3296518,2769075,3955822,79,William L. Cobb Elementary,Roosevelt Middle
15080307,2829 Greenwich St,94123,San Francisco,CA,37.797387,-122.446329,5940792,5049673,6653687,95,William L. Cobb Elementary,Roosevelt Middle
15080308,2825-2827 Greenwich St,94123,San Francisco,CA,37.797397,-122.446242,5104318,4185541,5921009,93,William L. Cobb Elementary,Roosevelt Middle
15080309,2845 Baker St,94123,San Francisco,CA,37.797466,-122.445985,2381591,1929089,2857909,61,William L. Cobb Elementary,Roosevelt Middle
15080310,2847 Baker St,94123,San Francisco,CA,37.797465,-122.445995,2331163,1958177,2727461,60,William L. Cobb Elementary,Roosevelt Middle
15080311,2832 Lyon St,94123,San Francisco,CA,37.797129,-122.446779,1607339,1382312,1864513,36,William L. Cobb Elementary,Roosevelt Middle
15080316,2941-2943 Broderick St,94123,San Francisco,CA,37.797563,-122.444328,2181525,1897927,2530569,56,William L. Cobb Elementary,Roosevelt Middle
15080335,2846 Baker St,94123,San Francisco,CA,37.797535,-122.445471,3882166,3028089,4542134,85,William L. Cobb Elementary,Roosevelt Middle
15080346,2775 Greenwich St # 2775,94123,San Francisco,CA,37.797664,-122.445301,889537,818374,960700,10,William L. Cobb Elementary,Roosevelt Middle
15080357,2929 Broderick St,94123,San Francisco,CA,37.797328,-122.444331,1216102,985043,1362034,20,William L. Cobb Elementary,Roosevelt Middle
15080373,2674 Filbert St,94123,San Francisco,CA,37.797305,-122.443558,4498677,4093796,5128492,91,William L. Cobb Elementary,Roosevelt Middle
15080383,2639 Greenwich St,94123,San Francisco,CA,37.797745,-122.44312,2131972,1769537,2451768,54,William L. Cobb Elementary,Roosevelt Middle
15080386,3035 Scott St,94123,San Francisco,CA,37.797851,-122.44107,3765667,3050190,4330517,84,William L. Cobb Elementary,Roosevelt Middle
15080401,2583-2585 Greenwich St,94123,San Francisco,CA,37.798015,-122.442088,1916205,1475478,2452742,47,William L. Cobb Elementary,Roosevelt Middle
15080406,2537 Greenwich St,94123,San Francisco,CA,37.798033,-122.441425,3658454,2999932,4316976,83,William L. Cobb Elementary,Roosevelt Middle
15080410,2533 Greenwich St,94123,San Francisco,CA,37.798035,-122.441345,2357861,1815553,2876590,61,William L. Cobb Elementary,Roosevelt Middle
15080411,2582 Filbert St,94123,San Francisco,CA,37.79753,-122.441864,54148201,38986705,81222301,100,William L. Cobb Elementary,Roosevelt Middle
15080412,2945 Scott St,94123,San Francisco,CA,37.797168,-122.440734,4445278,3645128,4978711,90,William L. Cobb Elementary,Roosevelt Middle
15080421,2528 Union St,94123,San Francisco,CA,37.796589,-122.441677,4208709,3872012,4587493,88,William L. Cobb Elementary,Roosevelt Middle
15080434,2937 Scott St APT 1,94123,San Francisco,CA,37.796992,-122.44089,779810,623848,888983,6,William L. Cobb Elementary,Roosevelt Middle
15080436,2957 Divisadero St,94123,San Francisco,CA,37.79694,-122.442574,4341995,3951215,4645935,89,William L. Cobb Elementary,Roosevelt Middle
15080448,2844 Broderick St,94123,San Francisco,CA,37.796719,-122.443605,5126192,4511049,5638811,94,William L. Cobb Elementary,Roosevelt Middle
15080449,2699 Filbert St,94123,San Francisco,CA,37.796871,-122.443635,6398720,5246950,7422515,96,William L. Cobb Elementary,Roosevelt Middle
15080457,2816 Broderick St,94123,San Francisco,CA,37.796358,-122.443535,3148196,2550039,3746353,77,William L. Cobb Elementary,Roosevelt Middle
15080460,2676 Union St # 2676,94123,San Francisco,CA,37.796244,-122.443512,1007557,624685,1340051,14,William L. Cobb Elementary,Roosevelt Middle
15080463,2682 Union St # 2682,94123,San Francisco,CA,37.796244,-122.443512,2046249,1698387,2414574,51,William L. Cobb Elementary,Roosevelt Middle
15080465,2686 Union St,94123,San Francisco,CA,37.79624,-122.44352,2999920,2339938,3899896,74,William L. Cobb Elementary,Roosevelt Middle
15080467,2673 Filbert St,94123,San Francisco,CA,37.79675,-122.4434,1306987,927961,1699083,24,William L. Cobb Elementary,Roosevelt Middle
15080469,2853-2857 Broderick St,94123,San Francisco,CA,37.796703,-122.444156,2660362,2021875,3272245,68,William L. Cobb Elementary,Roosevelt Middle
15080473,2821-2823 Broderick St,94123,San Francisco,CA,37.796336,-122.444183,9257124,6942843,13422830,98,William L. Cobb Elementary,Roosevelt Middle
15080475,2730 Union St,94123,San Francisco,CA,37.796226,-122.444453,3680304,3128258,4158744,84,William L. Cobb Elementary,Roosevelt Middle
15080484,2756 Baker St,94123,San Francisco,CA,37.7966,-122.44527,3295486,2570479,4086403,79,William L. Cobb Elementary,Roosevelt Middle
15080490,2719 Filbert St,94123,San Francisco,CA,37.796618,-122.444448,4595775,3906409,5193226,91,William L. Cobb Elementary,Roosevelt Middle
15080493,2762 Union St,94123,San Francisco,CA,37.79618,-122.44489,901897,784650,1037182,11,William L. Cobb Elementary,Roosevelt Middle
15080514,2735-2737 Baker St,94123,San Francisco,CA,37.796281,-122.445865,2236971,1655359,2885693,58,William L. Cobb Elementary,Roosevelt Middle
15080519,2820 Union St,94123,San Francisco,CA,37.796012,-122.445906,4955587,4113137,5897149,93,William L. Cobb Elementary,Roosevelt Middle
15080523,2700 Lyon St,94123,San Francisco,CA,37.795841,-122.446592,9463425,8043911,11072207,99,William L. Cobb Elementary,Roosevelt Middle
15080531,2750 Lyon St,94123,San Francisco,CA,37.79628,-122.446695,4562665,3969519,5201438,91,William L. Cobb Elementary,Roosevelt Middle
15080532,2760 Lyon St,94123,San Francisco,CA,37.796348,-122.446712,3934289,3422831,4485089,86,William L. Cobb Elementary,Roosevelt Middle
15080538,2720 Lyon St,94123,San Francisco,CA,37.796011,-122.446622,3909220,3127376,4612880,86,William L. Cobb Elementary,Roosevelt Middle
15080540,2806 Union St APT 2,94123,San Francisco,CA,37.796035,-122.445716,789907,671421,932090,6,William L. Cobb Elementary,Roosevelt Middle
15080556,2828 Green St,94123,San Francisco,CA,37.795019,-122.445687,6973784,5718503,8368541,97,William L. Cobb Elementary,Roosevelt Middle
15080563,2600 Lyon St,94123,San Francisco,CA,37.794978,-122.446576,11160381,9151512,13169250,99,William L. Cobb Elementary,Roosevelt Middle
15080570,2833-2835 Union St,94123,San Francisco,CA,37.795492,-122.445987,4648359,3858138,5438580,91,William L. Cobb Elementary,Roosevelt Middle
15080579,2759 Broderick St,94123,San Francisco,CA,37.795802,-122.443894,6143177,5283132,6634631,96,William L. Cobb Elementary,Roosevelt Middle
15080588,2776-2778 Green St,94123,San Francisco,CA,37.795199,-122.444812,4864237,4231886,5691157,93,William L. Cobb Elementary,Roosevelt Middle
15080590,2638 Baker St,94123,San Francisco,CA,37.795437,-122.445015,3131718,2693277,3664110,77,William L. Cobb Elementary,Roosevelt Middle
15080594,2781 Union St,94123,San Francisco,CA,37.795663,-122.445001,4467784,4021006,4869885,90,William L. Cobb Elementary,Roosevelt Middle
15080595,2765 Union St,94123,San Francisco,CA,37.795629,-122.444721,6278992,5148773,7472001,96,William L. Cobb Elementary,Roosevelt Middle
15080601,2700 Green St,94123,San Francisco,CA,37.79529,-122.44385,2621329,2097063,3276661,67,William L. Cobb Elementary,Roosevelt Middle
15080609,2769 Union St,94123,San Francisco,CA,37.79562,-122.44482,2435773,2119123,2825497,63,William L. Cobb Elementary,Roosevelt Middle
15080615,2835 Divisadero St,94123,San Francisco,CA,37.795784,-122.442316,8217250,6820317,9614183,98,William L. Cobb Elementary,Roosevelt Middle
15080625,2680 Green St,94123,San Francisco,CA,37.795407,-122.443178,4203724,3867426,4624096,88,William L. Cobb Elementary,Roosevelt Middle
15080636,2615-2617 Union St,94123,San Francisco,CA,37.795899,-122.442592,9828579,7469720,14153154,99,William L. Cobb Elementary,Roosevelt Middle
15080640,2641 Union St # B,94123,San Francisco,CA,37.795872,-122.442814,2226009,1803067,2671211,57,William L. Cobb Elementary,Roosevelt Middle
15080654,2510 Green St,94123,San Francisco,CA,37.795758,-122.440822,8462102,6431198,9985280,98,William L. Cobb Elementary,Roosevelt Middle
15080664,2567 Union St,94123,San Francisco,CA,37.796042,-122.441482,4149394,3651467,4605827,88,William L. Cobb Elementary,Roosevelt Middle
15080666,2529 Union St,94123,San Francisco,CA,37.796139,-122.440911,4253694,3615640,4593990,89,William L. Cobb Elementary,Roosevelt Middle
15080672,2550 Green St,94123,San Francisco,CA,37.795729,-122.441178,11969921,10533530,13406312,99,William L. Cobb Elementary,Roosevelt Middle
15080673,2555 Union St,94123,San Francisco,CA,37.796104,-122.441254,9391521,8358454,10142843,99,William L. Cobb Elementary,Roosevelt Middle
15080676,2715 Scott St,94123,San Francisco,CA,37.795205,-122.440482,9134772,7033774,11327117,98,William L. Cobb Elementary,Roosevelt Middle
15080677,2711 Scott St,94123,San Francisco,CA,37.795086,-122.440458,11770369,10122517,13653628,99,William L. Cobb Elementary,Roosevelt Middle
15080679,2636 Vallejo St,94123,San Francisco,CA,37.794796,-122.440739,16201212,13933042,17983345,99,William L. Cobb Elementary,Roosevelt Middle
15080683,2668 Vallejo St,94123,San Francisco,CA,37.794737,-122.441206,9707095,8348102,11163159,99,William L. Cobb Elementary,Roosevelt Middle
15080694,2535 Green St,94123,San Francisco,CA,37.795168,-122.440837,5808001,5169121,6446881,95,William L. Cobb Elementary,Roosevelt Middle
15080704,2730 Vallejo St,94123,San Francisco,CA,37.794597,-122.442308,7028244,5482030,7941916,97,William L. Cobb Elementary,Roosevelt Middle
15080706,2750 Vallejo St,94123,San Francisco,CA,37.794554,-122.442641,7777572,5755403,9333086,97,William L. Cobb Elementary,Roosevelt Middle
15080713,2640 Broderick St,94123,San Francisco,CA,37.794789,-122.443203,7657679,6049566,8959485,97,William L. Cobb Elementary,Roosevelt Middle
15080719,2659-2661 Green St,94123,San Francisco,CA,37.794909,-122.442863,5875592,4817985,7638270,95,William L. Cobb Elementary,Roosevelt Middle
15080727,2635 Broderick St,94123,San Francisco,CA,37.794602,-122.443767,5924053,4739242,7049623,95,William L. Cobb Elementary,Roosevelt Middle
15080737,2898 Vallejo St,94123,San Francisco,CA,37.794231,-122.444878,12799789,11391812,15231749,99,William L. Cobb Elementary,Roosevelt Middle
15080740,2550 Baker St,94123,San Francisco,CA,37.794642,-122.444876,6609333,5419653,7799013,96,William L. Cobb Elementary,Roosevelt Middle
15080741,2552 Baker St,94123,San Francisco,CA,37.79471,-122.44489,4020080,3618072,4462289,87,William L. Cobb Elementary,Roosevelt Middle
15080742,2775 Green St,94123,San Francisco,CA,37.794682,-122.444652,7993638,6554783,9592366,98,William L. Cobb Elementary,Roosevelt Middle
15080760,2550 Lyon St,94123,San Francisco,CA,37.79433,-122.446369,8035598,6508834,9321294,98,William L. Cobb Elementary,Roosevelt Middle
15080797,2841 Vallejo St,94123,San Francisco,CA,37.793798,-122.444086,9063186,7159917,10694559,98,William L. Cobb Elementary,Roosevelt Middle
15080799,2833 Vallejo St,94123,San Francisco,CA,37.793825,-122.443872,5133105,3849829,6005733,94,William L. Cobb Elementary,Roosevelt Middle
15080802,2811 Vallejo St,94123,San Francisco,CA,37.793858,-122.443616,6032272,5187754,6876790,95,William L. Cobb Elementary,Roosevelt Middle
15080808,2623 Divisadero St,94123,San Francisco,CA,37.79412,-122.441996,4492305,3863382,5615381,91,William L. Cobb Elementary,Roosevelt Middle
15080837,60 Normandie Ter,94115,San Francisco,CA,37.794375,-122.440583,11894650,9753613,14392527,99,William L. Cobb Elementary,Roosevelt Middle
15080844,2655 Scott St,94123,San Francisco,CA,37.794357,-122.440272,4354019,3657376,5268363,89,William L. Cobb Elementary,Roosevelt Middle
15080852,65 Normandie Ter,94115,San Francisco,CA,37.794317,-122.441094,8636738,7341227,9932249,97,William L. Cobb Elementary,Roosevelt Middle
15080856,25 Normandie Ter,94115,San Francisco,CA,37.793941,-122.441018,5815023,4942770,6803577,95,William L. Cobb Elementary,Roosevelt Middle
15080864,2500 Divisadero St,94115,San Francisco,CA,37.771525,-122.436883,9296201,5112911,16826124,98,William L. Cobb Elementary,Roosevelt Middle
15080894,2950 Pacific Ave,94115,San Francisco,CA,37.792769,-122.444342,19572142,16832042,22703685,99,William L. Cobb Elementary,Roosevelt Middle
15080898,2900 Pacific Ave APT 201,94115,San Francisco,CA,37.792539,-122.443253,3811724,2706324,5031476,90,William L. Cobb Elementary,Roosevelt Middle
15080903,2908 Pacific Ave,94115,San Francisco,CA,37.792523,-122.443381,9060590,7067260,11506949,98,William L. Cobb Elementary,Roosevelt Middle
15080907,3040 Pacific Ave,94115,San Francisco,CA,37.792269,-122.445433,7161664,6230648,8092680,96,William L. Cobb Elementary,Roosevelt Middle
15080909,3070 Pacific Ave,94115,San Francisco,CA,37.792499,-122.445865,20345707,18107679,23397563,99,William L. Cobb Elementary,Roosevelt Middle
15080912,3098 Pacific Ave,94115,San Francisco,CA,37.792095,-122.446156,10234021,8187217,11462104,98,William L. Cobb Elementary,Roosevelt Middle
15080913,2320 Lyon St,94115,San Francisco,CA,37.792268,-122.446092,5913216,5085366,6681934,95,William L. Cobb Elementary,Roosevelt Middle
15080914,2330 Lyon St,94115,San Francisco,CA,37.792538,-122.446193,9660060,7631447,11881874,98,William L. Cobb Elementary,Roosevelt Middle
15080922,3196 Pacific Ave,94115,San Francisco,CA,37.791916,-122.447265,8479790,7207822,9751758,97,Sutro Elementary,Roosevelt Middle
15080955,3660 Jackson St,94118,San Francisco,CA,37.790179,-122.455103,16774757,14761786,19794213,99,Sutro Elementary,Roosevelt Middle
15080959,3524 Jackson St,94118,San Francisco,CA,37.790404,-122.452935,13682548,10809213,18334615,99,Sutro Elementary,Roosevelt Middle
15080966,16 Spruce St,94118,San Francisco,CA,37.790523,-122.453782,6667992,5601113,8134950,97,Sutro Elementary,Roosevelt Middle
15080968,3598 Jackson St,94118,San Francisco,CA,37.790256,-122.453969,14390851,11944406,17269021,99,Sutro Elementary,Roosevelt Middle
15080970,3577 Pacific Ave,94118,San Francisco,CA,37.790563,-122.453616,7487268,6439050,8610358,98,Sutro Elementary,Roosevelt Middle
15080991,3491 Pacific Ave,94118,San Francisco,CA,37.790814,-122.45231,6631958,5637164,7693071,97,Sutro Elementary,Roosevelt Middle
15081000,3409 Pacific Ave,94118,San Francisco,CA,37.790975,-122.451243,5825091,4893076,6873607,96,Sutro Elementary,Roosevelt Middle
15081004,41 Walnut St,94118,San Francisco,CA,37.7909,-122.449486,7053380,5713238,8605124,97,Sutro Elementary,Roosevelt Middle
15081012,3362 Jackson St,94118,San Francisco,CA,37.790746,-122.450255,9598082,7390523,11805641,99,Sutro Elementary,Roosevelt Middle
15081020,3377 Pacific Ave,94118,San Francisco,CA,37.791071,-122.450496,11312278,8936700,12782874,99,Sutro Elementary,Roosevelt Middle
15081045,3235 Pacific Ave,94118,San Francisco,CA,37.791349,-122.448308,5199730,4367773,5823698,95,Sutro Elementary,Roosevelt Middle
15081056,2201 Lyon St,94115,San Francisco,CA,37.791244,-122.446341,5327389,4421733,6019950,94,Sutro Elementary,Roosevelt Middle
15081058,3120 Jackson St,94115,San Francisco,CA,37.791214,-122.446575,6962735,5779070,8146400,96,Sutro Elementary,Roosevelt Middle
15081062,3150 Jackson St,94115,San Francisco,CA,37.791163,-122.446973,9038679,7592490,9852160,98,Sutro Elementary,Roosevelt Middle
15081064,68 Presidio Ave,94115,San Francisco,CA,37.790986,-122.447272,5908535,4608657,7149327,95,Sutro Elementary,Roosevelt Middle
15081077,3060-3062 Jackson St,94115,San Francisco,CA,37.791339,-122.445545,5272264,4059643,6326717,94,William L. Cobb Elementary,Roosevelt Middle
15081091,3055 Pacific Ave APT 4,94115,San Francisco,CA,37.791715,-122.445439,2182676,1789794,2597384,76,William L. Cobb Elementary,Roosevelt Middle
15081098,2940 Jackson St,94115,San Francisco,CA,37.791592,-122.443603,4409047,3968142,4849952,92,William L. Cobb Elementary,Roosevelt Middle
15081110,2945 Pacific Ave APT 2,94115,San Francisco,CA,37.791932,-122.443726,889591,747256,1023030,31,William L. Cobb Elementary,Roosevelt Middle
15081125,2919 Pacific Ave APT 5,94115,San Francisco,CA,37.79197,-122.44344,987346,839244,1115701,39,William L. Cobb Elementary,Roosevelt Middle
15081130,2919 Pacific Ave APT 10,94115,San Francisco,CA,37.79197,-122.44344,974895,828661,1091882,39,William L. Cobb Elementary,Roosevelt Middle
15081138,2990 Jackson St APT 3,94115,San Francisco,CA,37.791478,-122.444202,784692,682682,910243,22,William L. Cobb Elementary,Roosevelt Middle
15081145,2967 Pacific Ave,94115,San Francisco,CA,37.791901,-122.44542,3765977,2711503,4481513,89,William L. Cobb Elementary,Roosevelt Middle
15081147,2955 Pacific Ave,94115,San Francisco,CA,37.7919,-122.443975,3207846,2566277,4041886,87,William L. Cobb Elementary,Roosevelt Middle
15081160,2820 Jackson St,94115,San Francisco,CA,37.791799,-122.44168,4070881,3419540,4722222,91,William L. Cobb Elementary,Roosevelt Middle
15081161,2828 Jackson St,94115,San Francisco,CA,37.791787,-122.441771,5071972,4463335,5477730,94,William L. Cobb Elementary,Roosevelt Middle
15081162,2832-2834 Jackson St,94115,San Francisco,CA,37.791812,-122.441878,4730384,4068130,5960284,93,William L. Cobb Elementary,Roosevelt Middle
15081175,2866 Jackson St,94115,San Francisco,CA,37.791755,-122.442313,3164484,2468297,3923960,86,William L. Cobb Elementary,Roosevelt Middle
15081179,2701 Pacific Ave,94115,San Francisco,CA,37.792537,-122.439847,8367823,6777937,9706675,97,William L. Cobb Elementary,Roosevelt Middle
15081183,2799 Pacific Ave,94115,San Francisco,CA,37.792287,-122.440937,14856516,12330908,18867775,99,William L. Cobb Elementary,Roosevelt Middle
15081188,2719 Pacific Ave,94115,San Francisco,CA,37.792373,-122.440261,8237205,6836880,9637530,97,William L. Cobb Elementary,Roosevelt Middle
15081193,2774 Jackson St,94115,San Francisco,CA,37.79191,-122.44083,1388231,1221643,1624230,58,William L. Cobb Elementary,Roosevelt Middle
15081194,2780 Jackson St,94115,San Francisco,CA,37.79191,-122.44083,1446987,1229939,1678505,61,William L. Cobb Elementary,Roosevelt Middle
